id,id_map
28066,28
2800601,28
2810601,28
2804903_AD,28
28052_AM,28
28044,28
28040,28
28043,28
28046,28
28041,28
28131,28
28018,28
28130,28
28132,28
28119_AM,28
2812701,28
28099_AM,28
28125_AM,28
2804902,28
2807909,28
28054,28
2807901,28
2807903,28
2807902,28
2806503,28
2806501,28
2806502,28
2807905,28
28059,28
2807907,28
2806504,28
28140_AM,28
28129,28
2814804,28
2814803,28
2807403,28
28145_AM,28
28031_AM,28
2800702,28
28023,28
2807911,28
2807917,28
2807918,28
2807919,28
28165_AM,28
2807913,28
28038_AM,28
2807914,28
2807915,28
2807910,28
28026,28
2807916,28
28022,28
2807912,28
28150,28
2809203,28
2804901,28
28152,28
2809202,28
28154,28
2809204,28
28067_AM,28
28141,28
2808002,28
2808001,28
28137_AM,28
28033,28
28053,28
2813401,28
28144,28
28149,28
2807906,28
2807904,28
28008_AM,28
2807908,28
28050_AM,28
28002,28
28009,28
28004,28
28027_AM,28
28177,28
28172,28
28171,28
28030_AM,28
28176,28
28010,28
28015,28
28014,28
28160,28
28167,28
2811502,28
2811501,28
28095_AM,28
2814802,28
2814801,28
28085_AM,28
2809201,28
32007_AM,32
32019,32
32063_AM,32
32004_AM,32
32075_AM,32
32069,32
32072_AM,32
32017_AM,32
3205402,32
3205401,32
3205403,32
3205405,32
3205404,32
32045_AM,32
32026_AM,32
32009,32
32043_AM,32
32067_AM,32
32056_AM,32
32085,32
32024,32
32051_AM,32
32042_AM,32
32086_AM,32
32013_AM,32
32091_AM,32
32076_AM,32
32058_AM,32
32020_AM,32
32001_AM,32
32008_AM,32
32050_AM,32
32032,32
34056_AM,34
34232_AM,34
34069_AM,34
34080,34
34199_AM,34
34083_AM,34
34017_AM,34
34157_AM,34
3412002,34
3412007,34
3412005,34
3412003,34
34004_AM,34
3412001,34
34023,34
34022_AM,34
34123_AM,34
34047_AM,34
34225,34
34079_AM,34
3412006,34
3412004,34
07058_AM,07
07060_AM,07
07064,07
07061,07
07003,07
07051,07
07050,07
07052,07
07059,07
07055,07
07056,07
07057,07
07054,07
07012_AM,07
07046,07
07048,07
07042,07
07044,07
07043,07
07033,07
07032,07
07031,07
07037,07
07039,07
07036,07
07065_AM,07
07020,07
07027,07
07022,07
07024,07
07029,07
07026,07
07010,07
07011,07
07013,07
07014,07
07016,07
07047_AM,07
07002,07
07005,07
07001,07
07004,07
07008,07
07006,07
07023_AM,07
0704005,07
0704004,07
0704001,07
0704002,07
0704003,07
07045_AM,07
07062,07
07015,07
07038_AM,07
07030_AM,07
17036_AM,17
17178_AM,17
17033,17
17034,17
1707901,17
1707903,17
17180_AM,17
1707906,17
1707902,17
17221,17
1707904_AD,17
17039_AM,17
17233_AM,17
17167_AM,17
17044,17
17056_AM,17
17016_AM,17
17193,17
17137_AM,17
17067_AM,17
17181,17
17111_AM,17
17160,17
17049_AM,17
17089,17
17185_AM,17
17146_AM,17
17155,17
17152,17
17032_AM,17
17092_AM,17
17199,17
17147,17
17141,17
17095,17
17094,17
17006_AM,17
17902_AM,17
17047,17
17048,17
17020_AM,17
17019_AM,17
17007_AM,17
17223_AM,17
17207_AM,17
17901_AM,17
17211_AM,17
17012_AM,17
17117,17
17202,17
17062,17
17114,17
17118,17
17066,17
17164_AM,17
17103,17
17163_AM,17
17213,17
17013_AM,17
17009,17
17132_AM,17
17086_AM,17
17186,17
17015,17
17008,17
17142_AM,17
17083_AM,17
17022,17
17023,17
24154_AM,24
2408910,24
24196_AM,24
24181_AM,24
24142,24
24092_AM,24
24134_AM,24
24034_AM,24
24163_AM,24
24083_AM,24
2408901,24
2411502,24
2411505,24
2411501,24
24139_AM,24
24015_AM,24
24065_AM,24
24209_AM,24
24030,24
24056_AM,24
2408906,24
2408905,24
2408903,24
2408907,24
24008,24
24148_AM,24
24170_AM,24
24014,24
24157_AM,24
24010,24
24169_AM,24
24175_AM,24
2411503_AD,24
24122_AM,24
24160_AM,24
2408908_AD,24
24223_AM,24
2408904,24
24094_AM,24
24021_AM,24
24039_AM,24
24202,24
24212_AM,24
2408902,24
24183_AM,24
24038_AM,24
24070_AM,24
24189,24
24188,24
24222,24
24088_AM,24
08251,08
08100_AM,08
08268_AM,08
08291,08
08183,08
0801904,08
08180,08
08054,08
0801906,08
0801907,08
08182,08
0801901,08
0801903,08
08181,08
0801905,08
0801902,08
0801908,08
0801909,08
08219,08
08068_AM,08
08266,08
08267,08
08260,08
08263,08
08115_AM,08
08067,08
08069,08
08089,08
08088,08
08086,08
08007,08
08001,08
08234_AM,08
08074,08
08077,08
08274,08
08270,08
08302,08
08072,08
08075,08
08076,08
08237_AM,08
08305,08
08278_AM,08
08014_AM,08
08273_AM,08
08155_AM,08
0818703,08
0818706,08
0818701,08
08295,08
08298,08
0818702,08
0818704,08
0818707,08
08244,08
0820006,08
0820005,08
0820003,08
08240,08
08162_AM,08
0820001,08
08248,08
0820004,08
0820002,08
0824505,08
0824501,08
08175_AM,08
0818404,08
0818403,08
0818401,08
0818402,08
08250,08
08215_AM,08
08259,08
08252,08
0811302,08
08031_AM,08
08017_AM,08
08051_AM,08
08098_AM,08
08091_AM,08
08221,08
08135,08
08136,08
0818705,08
08220_AM,08
08141,08
0811301_AD,08
08140,08
08047_AM,08
08286_AM,08
0827903_AD,08
08120,08
08126,08
08208_AM,08
08123,08
08238,08
08231,08
08235,08
08230,08
08269_AM,08
08284_AM,08
08902_AM,08
08904,08
0812101,08
08092_AM,08
0820504_AD,08
08264_AM,08
0807302,08
0807301,08
0807303,08
0807304,08
0807305,08
0807306,08
08204,08
08110,08
08112,08
08209,08
08202,08
0824506,08
08064_AM,08
08145_AM,08
08119,08
08044_AM,08
08122_AM,08
08163,08
0812105,08
08118,08
0812104,08
0812106,08
0812103,08
0812102,08
0824502,08
08037_AM,08
08053_AM,08
0824503,08
0824504,08
0820502,08
0820503,08
0820501,08
0820505,08
0801509,08
08211,08
08108,08
0801504,08
0801502,08
08102,08
0801503,08
0801506,08
08107,08
0801507,08
0801501,08
08105,08
08114,08
08300_AM,08
0816901,08
0816904,08
0805602,08
0816905,08
0816902,08
08210,08
0816903,08
0805605,08
08143_AM,08
08214,08
08218_AM,08
08213,08
08085_AM,08
0801508,08
08006,08
08003,08
08005,08
08009,08
08172,08
08217,08
0801505,08
08262_AM,08
0811304,08
0811305,08
08138,08
0809602,08
0809601,08
0809603,08
08106,08
0809604,08
08010_AM,08
08161,08
0801910,08
08167,08
0805604,08
0805601,08
0805603,08
08171_AM,08
08046,08
08281,08
08125,08
08227_AM,08
08159,08
08158,08
08022,08
08020,08
08023,08
08157,08
0830702,08
08018_AM,08
0830704,08
0830701,08
08156,08
0830703,08
0827905,08
0827902,08
0827901,08
0827904,08
0827906,08
08094_AM,08
08232_AM,08
08203_AM,08
08033,08
08147,08
08035,08
08030,08
08288_AM,08
0812401,08
0812403,08
0812402,08
08043_AM,08
08283,08
08285,08
08282,08
08029,08
08289,08
08041,08
08191,08
08196,08
08040,08
08198,08
08192,08
08194,08
08197,08
0810106,08
08233_AM,08
0810103,08
0810105,08
0810101,08
0810102,08
0810104,08
0830101,08
0830102,08
08016_AM,08
1507804,15
1507803,15
1507805,15
1507801,15
1507802,15
1507806,15
15046,15
15043,15
15048,15
15041,15
15009,15
15059,15
15902,15
15058,15
15054,15
15053,15
15051,15
15056,15
15064_AM,15
15057,15
1503010,15
15010_AM,15
1503603_AD,15
15029,15
15021,15
1503003,15
1503004,15
1503008,15
1503009,15
1503001,15
1503002,15
1503006,15
1503007,15
15024_AM,15
15074_AM,15
15037,15
15088_AM,15
15032_AM,15
15008,15
15004,15
15005,15
15002,15
15001,15
15077,15
1503005,15
15055_AM,15
15019,15
15017,15
15016,15
15013,15
15011,15
15065,15
1503606,15
15035_AM,15
15023_AM,15
15066,15
15062,15
15047_AM,15
15022_AM,15
15014_AM,15
15031,15
15006_AM,15
15020_AM,15
15069,15
15012_AM,15
15050_AM,15
15052_AM,15
15061_AM,15
15070_AM,15
15082,15
15089,15
15087,15
1503607,15
1503608,15
1503602,15
1503601,15
15068,15
15067,15
15060,15
15093,15
15092,15
15072,15
15073,15
15071,15
15075,15
2702804_AD,27
27041_AM,27
27050_AM,27
27018_AM,27
27016,27
27019,27
27015,27
27010,27
2702805,27
27058_AM,27
27032_AM,27
27020_AM,27
27048_AM,27
27031,27
27021_AM,27
27022,27
27014_AM,27
27040_AM,27
27042_AM,27
27051,27
27057,27
27902,27
2702802,27
27026_AM,27
27065,27
27066,27
27005_AM,27
2702806_AD,27
27044_AM,27
2702801_AD,27
27006_AM,27
27013_AM,27
27011_AM,27
27030_AM,27
27039_AM,27
05240_AM,05
05021_AM,05
05132_AM,05
05163_AM,05
05168_AM,05
05002_AM,05
0501901_AD,05
05186_AM,05
05242_AM,05
0501904,05
0501906,05
05204_AM,05
05014_AM,05
05057_AM,05
05047,05
05238_AM,05
05054_AM,05
05114_AM,05
0501905,05
05241_AM,05
05016,05
05220_AM,05
13093_AM,13
13044_AM,13
13052,13
13054,13
13056,13
13077_AM,13
13082,13
13061,13
13065_AM,13
13042_AM,13
13053_AM,13
13078,13
13079,13
13071,13
13028_AM,13
13087,13
13058,13
13096,13
13097_AM,13
13031_AM,13
13068_AM,13
13020_AM,13
13027_AM,13
13038_AM,13
13013_AM,13
13005,13
13089_AM,13
1303401_AD,13
13015,13
13011,13
13019,13
13064_AM,13
13023,13
13092_AM,13
13047,13
13063_AM,13
13039,13
13085_AM,13
1303402,13
1303403,13
1303404,13
46170_AM,46
46228_AM,46
46005,46
4624403,46
4624404,46
46147_AM,46
46135,46
46139,46
4622007,46
46019,46
46017,46
46014_AM,46
46007_AM,46
46060,46
4613107,46
4613105,46
4613102,46
4613106,46
4613104,46
46062,46
46118_AM,46
46205,46
46207,46
46202,46
46203_AM,46
46074_AM,46
46179_AM,46
4613101_AD,46
46022_AM,46
46078,46
46070,46
46156_AM,46
46072,46
46097_AM,46
46077,46
46216,46
46213,46
46051,46
46111_AM,46
46172_AM,46
46214_AM,46
46001_AM,46
46006_AM,46
46193,46
46044,46
46199,46
46190,46
46223,46
46200_AM,46
46157_AM,46
46183,46
46186,46
46255_AM,46
46054,46
46184,46
46237,46
46233,46
46230,46
46238,46
46235,46
4625005,46
46039_AM,46
46081,46
46083,46
46258_AM,46
46082,46
46173_AM,46
4624402,46
4624401,46
46261_AM,46
46218_AM,46
46094,46
46181_AM,46
4622006,46
46106_AM,46
46048_AM,46
46015,46
46013,46
46008_AM,46
46132_AM,46
46143_AM,46
46159,46
46127_AM,46
46211_AM,46
46134_AM,46
46160_AM,46
46145,46
4625014,46
4625019,46
4625012,46
46085,46
4625016,46
4625017,46
4625013,46
4625015,46
46191_AM,46
4625011,46
4625010,46
46093_AM,46
4622001_AD,46
4625018,46
46178,46
4625009,46
4625008,46
4625004,46
4625007,46
4625003,46
46171,46
4625002,46
4625006,46
4625001,46
46042_AM,46
46194,46
46166,46
46165,46
46169,46
46011_AM,46
46164,46
46016_AM,46
46903,46
46122_AM,46
46126,46
46098_AM,46
46020,46
46249,46
46116,46
46029,46
46110,46
46021,46
46248,46
46113_AM,46
46254_AM,46
46032,46
4622004_AD,46
46102,46
46257,46
46105,46
46256,46
46031,46
46177_AM,46
46109,46
46035,46
46204,46
46150_AM,46
46231_AM,46
12011_AM,12
12126,12
1204001_AD,12
12009,12
12004,12
12005,12
12138,12
12032,12
12104,12
12089,12
12080_AM,12
12021,12
12117,12
12077_AM,12
1213501,12
1213502,12
12031_AM,12
1213503,12
1213504,12
1204004,12
12140_AM,12
1204007,12
12901,12
12027,12
12028,12
12106_AM,12
12050_AM,12
12121_AM,12
12033_AM,12
12082_AM,12
12084,12
12129_AM,12
12085,12
1204008,12
12016_AM,12
12100_AM,12
12072_AM,12
12124_AM,12
1204005,12
1204006,12
12012_AM,12
1204003,12
1204009,12
45023_AM,45
45205,45
45201,45
45202,45
45066,45
45197_AM,45
45047_AM,45
4516806,45
4516801_AD,45
45087,45
45121_AM,45
45020_AM,45
45112_AM,45
45081,45
45101_AM,45
45040_AM,45
45109_AM,45
45145_AM,45
45016,45
45119_AM,45
45158_AM,45
45187_AM,45
45185,45
45084_AM,45
45064_AM,45
45002_AM,45
45118_AM,45
45203_AM,45
45133_AM,45
45054_AM,45
45014,45
45137_AM,45
45161,45
45163,45
45140_AM,45
45019,45
45173,45
45200_AM,45
4516501,45
4516504,45
4516502,45
4516503,45
45015_AM,45
45102_AM,45
45156_AM,45
4516805,45
4516807,45
45125_AM,45
45038,45
45142,45
45099_AM,45
45069_AM,45
45061_AM,45
45181_AM,45
45135_AM,45
45028,45
45132_AM,45
45052_AM,45
45199_AM,45
45115_AM,45
45045_AM,45
45122,45
45123,45
45031_AM,45
45053,45
45176,45
45098_AM,45
45071_AM,45
45124_AM,45
45136,45
45041,45
45106,45
45046_AM,45
45107,45
45157_AM,45
45037_AM,45
21014_AM,21
21006_AM,21
21007_AM,21
21023_AM,21
21061,21
21076_AM,21
21035_AM,21
2104104,21
2104107,21
21056_AM,21
2104106,21
2104102,21
2104105,21
2104101,21
2104108,21
21072,21
21070,21
21010_AM,21
21060,21
21064,21
21049_AM,21
21043_AM,21
21058_AM,21
21050,21
21055,21
21069_AM,21
21053_AM,21
2104103,21
21044,21
21042,21
21040_AM,21
21054,21
21008_AM,21
21025,21
21021,21
21052_AM,21
21029_AM,21
21013,21
21011,21
21002,21
21005,21
21074_AM,21
3003006,30
3003002,30
3003001,30
3003008,30
3003007,30
3003005,30
3003004,30
3001602,30
30014_AM,30
30039_AM,30
30010,30
30012,30
30018,30
30011,30
30013,30
30019,30
30015,30
30017,30
30009,30
30007,30
30005,30
30002,30
30008,30
30001,30
30029_AM,30
30037,30
30033,30
30035,30
30003,30
30036,30
30028,30
30022,30
30025,30
30021,30
30023,30
30020,30
30026,30
3001603,30
3001605,30
3001609,30
30902,30
30901,30
3001601,30
30043,30
30041,30
3001608,30
3001607,30
3001606,30
3001604,30
3002701,30
30042_AM,30
3002402,30
3002401,30
30038,30
3003003,30
3001610,30
25110,25
25007_AM,25
25193_AM,25
25048_AM,25
25058,25
25050,25
25243_AM,25
25173_AM,25
25040,25
25192_AM,25
25158_AM,25
25062_AM,25
25122_AM,25
25099_AM,25
25171_AM,25
25217,25
25033_AM,25
2512008_AD,25
25207,25
25203,25
25234,25
25204_AM,25
25189_AM,25
2512001,25
2512007,25
2512004,25
2512003,25
2512002,25
25223_AM,25
2512005,25
2512006,25
25228,25
25011_AM,25
25113_AM,25
25029_AM,25
25023,25
25038_AM,25
25209_AM,25
25012_AM,25
25019,25
25025_AM,25
25051_AM,25
25119_AM,25
25021_AM,25
25003,25
25008_AM,25
25072,25
25137,25
25172_AM,25
25240_AM,25
25034_AM,25
31157_AM,31
31250_AM,31
31084_AM,31
31908_AM,31
31122,31
31232,31
31907,31
31902,31
31901,31
31903,31
31906_AM,31
31019_AM,31
31067_AM,31
31260_AM,31
3120105,31
3120102,31
3120106,31
3120101,31
3120103,31
3120107,31
31215,31
31108_AM,31
31036_AM,31
31088,31
31169_AM,31
31216_AM,31
31042_AM,31
31904_AM,31
31016,31
31249_AM,31
31149_AM,31
31041_AM,31
31023,31
31072_AM,31
31905_AM,31
31015_AM,31
31163_AM,31
31138_AM,31
31050_AM,31
31078_AM,31
31206_AM,31
31104_AM,31
31038_AM,31
31086,31
31060,31
3120104,31
31070,31
31077,31
31098_AM,31
3120108,31
31097,31
31221_AM,31
31176_AM,31
31202,31
31251_AM,31
31191_AM,31
31165_AM,31
31258,31
31076_AM,31
31142_AM,31
31029_AM,31
31208_AM,31
31092_AM,31
31227,31
31010_AM,31
43129_AM,43
43051,43
43904_AM,43
4314805,43
43044,43
43047,43
43139_AM,43
43064_AM,43
4312309_AD,43
43145,43
43037,43
4314806,43
43094_AM,43
4314809,43
4314808,43
4314804,43
4314807,43
43156,43
43054_AM,43
43153,43
43155,43
43043_AM,43
43137_AM,43
43163,43
43161,43
43050_AM,43
43162,43
43042_AM,43
43005,43
43004,43
43171,43
43166_AM,43
43026_AM,43
43100,43
43019_AM,43
43038_AM,43
43905,43
4314801_AD,43
43060_AM,43
4312307,43
4312305,43
4312303,43
4312308,43
4312301,43
4312306,43
4312304,43
4312302,43
43907,43
43901_AM,43
43136,43
43108_AM,43
43009_AM,43
43028_AM,43
43906_AM,43
43052_AM,43
43140_AM,43
43090_AM,43
43126_AM,43
43016,43
43014,43
43012,43
43109_AM,43
43013,43
43092,43
43093,43
43128_AM,43
43055_AM,43
43086,43
43138_AM,43
43131,43
43133,43
43176_AM,43
47004_AM,47
47112_AM,47
4718608,47
4718604,47
4718606,47
4718605,47
4718603,47
4718607,47
4718609,47
4718612,47
47231,47
47010,47
47217_AM,47
47030_AM,47
47071_AM,47
47075,47
47076,47
47214_AM,47
47155_AM,47
47114,47
47052,47
47050,47
47175_AM,47
4718601,47
4718602,47
47086_AM,47
47101_AM,47
47007_AM,47
47173_AM,47
47129_AM,47
47197_AM,47
47139_AM,47
47165,47
47161,47
47023_AM,47
47085,47
47104_AM,47
47090_AM,47
4718610,47
4718611,47
09177_AM,09
09056,09
09194_AM,09
0905903,09
09109_AM,09
09048_AM,09
09903_AM,09
09219,09
09321_AM,09
09434_AM,09
0905906,09
0905905,09
0905908,09
0905909,09
0905907,09
0905901_AD,09
09330_AM,09
09413_AM,09
09907_AM,09
09410,09
09238_AM,09
09174_AM,09
09141_AM,09
09209_AM,09
09289_AM,09
09439_AM,09
09018,09
09073_AM,09
09211_AM,09
09350_AM,09
09363_AM,09
26026_AM,26
26036,26
26021_AM,26
26061_AM,26
2608903,26
2608902,26
2608904,26
2608905,26
26071_AM,26
26125_AM,26
26002_AM,26
26084,26
26059_AM,26
26047_AM,26
26117_AM,26
26138,26
26005_AM,26
26102,26
26011,26
26042_AM,26
26129_AM,26
26064_AM,26
2608901_AD,26
26168,26
26018,26
5029704,50
5029706,50
5029705,50
5029702,50
5029709,50
5029703,50
50095_AM,50
50252,50
50126_AM,50
50230_AM,50
50208_AM,50
50067,50
50038_AM,50
50094_AM,50
5029707,50
50272,50
50219,50
50018_AM,50
50025,50
50008_AM,50
50235_AM,50
5029701,50
50159_AM,50
50204_AM,50
50062_AM,50
50903_AM,50
50225_AM,50
50160_AM,50
50150_AM,50
50251_AM,50
50163_AM,50
50115,50
50099_AM,50
50055_AM,50
50298,50
50118_AM,50
50181_AM,50
50130_AM,50
50089_AM,50
50288,50
50240_AM,50
50222_AM,50
5029708,50
50074,50
5029711,50
5029710,50
50073_AM,50
50034_AM,50
5029712,50
50209_AM,50
50165_AM,50
50182,50
33070_AM,33
33076,33
33073,33
33059,33
3302409,33
3302406,33
33045,33
3302407,33
3302402,33
3302401,33
3302405,33
33049,33
3302408,33
3302404,33
33042,33
3302403,33
33041,33
33025,33
3304413_AD,33
33056,33
33051_AM,33
33072_AM,33
33015_AM,33
33023_AM,33
33007_AM,33
33026_AM,33
33020_AM,33
33074_AM,33
33032,33
3304408,33
3304403,33
33008_AM,33
33021,33
33038_AM,33
33035,33
33036,33
33037,33
33034,33
3304404,33
3304409,33
33033,33
3304401,33
3304402,33
3304407,33
33031,33
3304406,33
3304405,33
3300401,33
33019_AM,33
33040_AM,33
3304416,33
3304410,33
3304412,33
33011,33
33069_AM,33
33014,33
33016,33
33012,33
33001_AM,33
33002,33
33066,33
33060,33
3304415,33
3304411,33
36009_AM,36
36028,36
36023,36
36021,36
36024,36
36026,36
36029,36
36022,36
36047_AM,36
36006,36
3603804_AD,36
36017,36
36015,36
36034_AM,36
36004,36
36005,36
36008,36
3603805_AD,36
36032_AM,36
36056_AM,36
3605707,36
36901,36
3605706,36
3605705,36
3605701,36
3605704,36
3605703,36
36027,36
36030_AM,36
36003_AM,36
36902_AM,36
3605709,36
3605702,36
3605708,36
36061,36
36060,36
3603803,36
3603801,36
36052,36
36053,36
36044,36
36051,36
36050,36
36059,36
36058,36
36054,36
36055,36
36045,36
36041,36
36048,36
36018_AM,36
36049,36
36046,36
36042,36
36043,36
36035,36
36039,36
36033,36
3603802,36
36037_AM,36
03903_AM,03
03092_AM,03
0301405,03
03081_AM,03
0301401,03
0301404,03
0301407,03
0301406,03
0301403,03
0301408,03
03043_AM,03
03096,03
0313303,03
0313301,03
0313302,03
0312201,03
0312203,03
03053,03
0312202,03
0306601,03
03002_AM,03
0301402,03
03076,03
03071,03
03140,03
03028_AM,03
03024,03
03021,03
03109,03
0309902,03
03070_AM,03
0309903,03
03102,03
0309905,03
0309901,03
0309907,03
0309908,03
0309904,03
0309906,03
03058_AM,03
03018,03
03019,03
03902,03
03011,03
03015,03
03077_AM,03
03128_AM,03
03046_AM,03
03079,03
03101,03
03105,03
03107,03
03104,03
03123_AM,03
03138_AM,03
03035_AM,03
0306602_AD,03
03063,03
03069,03
03064,03
03121,03
03111,03
03118,03
0300908,03
03055,03
03059,03
03056,03
03050,03
03120,03
03097_AM,03
0306507,03
0306503,03
0306506,03
03041,03
03048,03
03049,03
03047,03
03113,03
03119,03
03139,03
03005_AM,03
0300905,03
0306505,03
0306501,03
0306502,03
0306504,03
0300906,03
0300903,03
0300907,03
0300902,03
0300904,03
0300901,03
03090,03
03093,03
03094,03
0303103,03
03095,03
0303104,03
0303102,03
0303101,03
0306605,03
0306604,03
03026_AM,03
03088,03
03089,03
03083,03
03082,03
03044_AM,03
41903,41
41055_AM,41
41068_AM,41
41902,41
4109502_AD,41
4109503,41
4109505,41
41084_AM,41
4109501,41
41065_AM,41
41074_AM,41
41094,41
41092,41
41093,41
41022,41
41086,41
41085,41
41087,41
41082,41
41081,41
41089,41
41021,41
4100401,41
4100403,41
41059,41
41050,41
41032_AM,41
41053,41
4103803,41
4103805,41
4103804,41
4103801,41
4103802,41
41076_AM,41
41045,41
41047,41
4100404_AD,41
41042,41
41040,41
41049,41
41044,41
41012_AM,41
41046_AM,41
41051_AM,41
41090_AM,41
41079,41
41077,41
41075,41
41070,41
41071,41
41033_AM,41
41072,41
41011_AM,41
41069,41
41060,41
41064,41
41080_AM,41
41018,41
41019,41
41010,41
41017,41
41016,41
41013,41
41015,41
41041_AM,41
41058,41
41007,41
4109110,41
4109111,41
41026_AM,41
41023,41
41024,41
41048_AM,41
41096_AM,41
41034,41
4109105,41
41102,41
4109106,41
4109107,41
4109108,41
4109103,41
4109109,41
4109101,41
41101,41
41039,41
4109104,41
4109102,41
41036_AM,41
41005,41
41067_AM,41
41098,41
41099,41
41020,41
41056_AM,41
41027,41
41029,41
11011_AM,11
1101206_AD,11
1102008_AD,11
1103104,11
1103101,11
1103106,11
1103105,11
1101503,11
1101502,11
1101505,11
1101210,11
1103203_AD,11
1101501,11
1101504,11
11023,11
11025,11
11029,11
1103205,11
1103201,11
1103202,11
11010_AM,11
1101202,11
1101204,11
1101203,11
1101205,11
1101209,11
1101208,11
11038,11
11037,11
11033,11
11035,11
11030,11
11039,11
11024_AM,11
11026_AM,11
11006,11
11007,11
11001,11
11008,11
11901,11
11002_AM,11
11014,11
11016,11
11028,11
1102206,11
11902_AM,11
1102204,11
1102207,11
1102205,11
1102202,11
1102203,11
11005_AM,11
11041,11
1102001,11
1102002,11
1102007,11
1102005,11
1102003,11
1102004,11
